Question_ID,Subject,Topic,Question_Type,Question,Option_A,Option_B,Option_C,Option_D,Option_E,Option_F,Option_G,Option_H,Correct_Answer,Explanation,Difficulty,LNA,Date_Added
ARR_004,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,A 34-year-old man presents to the emergency department with a regular narrow complex tachycardia at 190 bpm. He is haemodynamically stable with a blood pressure of 118/76 mmHg. Vagal manoeuvres have been attempted without success. What is the most appropriate next step in management?,Amiodarone 300 mg IV,Adenosine 6 mg rapid IV bolus,DC cardioversion under sedation,Oral flecainide 300 mg,Verapamil 5 mg IV,,,,B,"For a haemodynamically stable patient with SVT that has not responded to vagal manoeuvres, adenosine is the first-line pharmacological treatment. It is given as a rapid IV bolus (6 mg initially, followed by 12 mg if ineffective, then a further 12 mg). Adenosine works by transiently blocking conduction through the AV node, which interrupts the re-entrant circuit. It must be given rapidly through a large-bore cannula in a proximal vein, followed by a saline flush. Amiodarone is used for broad complex tachycardia or refractory arrhythmias, not first-line for SVT. DC cardioversion is reserved for haemodynamically unstable patients or when pharmacological measures fail. Oral flecainide may be used as a 'pill-in-the-pocket' strategy for recurrent episodes but is not first-line acute management. IV verapamil is a second-line option if adenosine fails but carries risks in patients who may have pre-excited AF.",Medium,Yes,2026-03-15
ARR_005,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,"A 62-year-old man is found to have a regular tachycardia at 150 bpm during a routine post-operative review. His ECG shows a sawtooth baseline pattern most prominent in leads II, III, and aVF, with narrow QRS complexes. What is the most likely diagnosis?",Atrial fibrillation,Atrial flutter with 2:1 block,Atrial tachycardia,Sinus tachycardia,Supraventricular tachycardia (AVNRT),,,,B,"A regular tachycardia at exactly 150 bpm with a sawtooth baseline pattern (flutter waves) in the inferior leads is classic for atrial flutter with 2:1 atrioventricular block. The atrial rate in typical flutter is approximately 300 bpm, and with 2:1 block the ventricular rate is approximately 150 bpm. This is an important pattern to recognise as a regular tachycardia at 150 bpm should always raise suspicion for atrial flutter. Atrial fibrillation would be irregularly irregular without the organised sawtooth pattern. Atrial tachycardia would show discrete P waves of abnormal morphology rather than a sawtooth pattern. Sinus tachycardia would show normal P waves preceding each QRS. AVNRT typically presents at rates of 160-220 bpm without visible flutter waves.",Medium,No,2026-03-15
ARR_006,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,A 78-year-old woman presents to the emergency department after a collapse. She is alert and oriented but feels dizzy. Her pulse is 34 bpm and regular. Her ECG shows regular P waves at a rate of 80/min and regular QRS complexes at 34/min with no consistent relationship between P waves and QRS complexes. What is the most likely diagnosis?,First-degree heart block,Mobitz type I (Wenckebach) second-degree heart block,Mobitz type II second-degree heart block,Third-degree (complete) heart block,Sinus bradycardia,,,,D,"The ECG shows complete atrioventricular dissociation with P waves and QRS complexes occurring independently at different rates (atrial rate 80/min, ventricular rate 34/min) with no consistent relationship between them. This is the hallmark of third-degree (complete) heart block, where no atrial impulses are conducted to the ventricles and the ventricles are driven by an escape rhythm. First-degree heart block shows a prolonged but consistent PR interval with all P waves conducted. Mobitz type I shows progressive PR prolongation before a dropped beat. Mobitz type II shows intermittently dropped QRS complexes with a constant PR interval in conducted beats. Sinus bradycardia would show a slow rate with normal P wave to QRS relationship.",Easy,No,2026-03-15
ARR_007,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,A 69-year-old man with a history of ischaemic heart disease presents to the emergency department with palpitations and light-headedness. His ECG shows a regular broad complex tachycardia at 160 bpm. He is haemodynamically stable with a blood pressure of 105/70 mmHg. What is the most appropriate initial management?,Adenosine 6 mg rapid IV bolus,Amiodarone 300 mg IV over 20-60 minutes,IV magnesium sulphate 2 g,Oral bisoprolol 5 mg,Verapamil 5 mg IV,,,,B,"A regular broad complex tachycardia in a patient with a history of ischaemic heart disease should be treated as ventricular tachycardia (VT) until proven otherwise. In a haemodynamically stable patient with VT, amiodarone 300 mg IV over 20-60 minutes is the first-line pharmacological treatment. Adenosine may be considered if there is strong suspicion that the rhythm is SVT with aberrant conduction, but it should not be used first-line for presumed VT. Verapamil is contraindicated in broad complex tachycardia as it can cause cardiovascular collapse if the rhythm is VT. Oral bisoprolol has no role in the acute management of VT. IV magnesium is used for torsades de pointes (polymorphic VT with prolonged QT), not standard monomorphic VT.",Medium,No,2026-03-15
ARR_008,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,A 82-year-old woman is found on a routine ECG to have a PR interval of 280 ms with all P waves followed by QRS complexes in a 1:1 ratio. She is completely asymptomatic. Her heart rate is 68 bpm. What is the most appropriate management?,Arrange urgent permanent pacemaker insertion,No treatment required; reassure and discharge,Refer for 24-hour Holter monitor before deciding on treatment,Start atropine 500 mcg IV,Start oral theophylline,,,,B,"This patient has first-degree heart block (PR interval >200 ms with all P waves conducted and a 1:1 P wave to QRS ratio). First-degree heart block is a common incidental finding, particularly in elderly patients, and in isolation does not require treatment or further investigation when the patient is asymptomatic. It does not progress to higher degrees of block in the vast majority of cases and carries a benign prognosis. A permanent pacemaker is not indicated for first-degree heart block. A Holter monitor is not routinely needed for an asymptomatic incidental finding with no clinical concern. Atropine is used for symptomatic bradycardia, which is not present here. Theophylline has no role in the management of first-degree heart block.",Medium,No,2026-03-15
ARR_009,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,A 58-year-old man with a history of paroxysmal atrial fibrillation presents to his cardiologist for review. His AF was first diagnosed 8 months ago and he has had three symptomatic episodes in the past 6 months despite taking bisoprolol 10 mg daily. His echocardiogram shows a structurally normal heart with an LVEF of 60% and a left atrial diameter of 4.0 cm. He is keen to explore options to reduce his episodes. What is the most appropriate next step?,Add amiodarone for long-term rhythm control,Add digoxin for rate control,Offer catheter ablation for pulmonary vein isolation,Offer flecainide as a pill-in-the-pocket strategy,Switch bisoprolol to verapamil,,,,C,"NICE NG196 recommends that catheter ablation for pulmonary vein isolation should be offered to patients with symptomatic paroxysmal AF that has not responded to or is not controlled by antiarrhythmic drug therapy, or as a first-line rhythm control strategy if the patient prefers it. This patient has recurrent symptomatic episodes despite adequate rate control with bisoprolol, suggesting a rhythm control strategy is appropriate. With a structurally normal heart and non-dilated left atrium, he is a good candidate for ablation with a high likelihood of success. Amiodarone is effective for rhythm control but has significant long-term toxicity (thyroid, pulmonary, hepatic, ocular) and is generally reserved for patients with structural heart disease or as a bridge. Digoxin would add rate control but not address rhythm or symptoms. Flecainide pill-in-the-pocket is reasonable for infrequent episodes but this patient is having frequent symptomatic episodes despite regular therapy. Switching to verapamil is an alternative rate control agent but would not address the desire to reduce AF episodes.",Hard,No,2026-03-15
ARR_010,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,"A 45-year-old man collapses at work and is found unresponsive. A colleague trained in basic life support begins CPR. When the ambulance crew arrives, the cardiac monitor shows a chaotic, disorganised electrical waveform with no discernible QRS complexes. What is the most appropriate immediate action by the paramedic team?",Administer adrenaline 1 mg IV immediately,Administer amiodarone 300 mg IV immediately,Continue CPR for 2 minutes before any intervention,Deliver a single unsynchronised DC shock at maximum energy,Intubate the patient and establish IV access before any other intervention,,,,D,"The cardiac monitor shows ventricular fibrillation (VF), which is a shockable cardiac arrest rhythm. According to the Resuscitation Council UK (ALS algorithm), the immediate action for VF is to deliver a single unsynchronised DC shock at maximum energy (biphasic: typically 150-200J for the first shock, or 360J monophasic), followed immediately by 2 minutes of CPR before reassessing the rhythm. Adrenaline 1 mg IV is given after the third shock in VF/pVT (and then every 3-5 minutes). Amiodarone 300 mg IV is also given after the third shock. Continuing CPR for 2 minutes before defibrillation would delay the most effective treatment for VF; the priority is early defibrillation as the chance of successful resuscitation decreases with every minute of delay. Intubation and IV access are important but should not delay defibrillation in a shockable rhythm.",Hard,No,2026-03-15
ARR_011,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,"A 65-year-old man presents to the emergency department with palpitations and mild breathlessness. His ECG shows a regular narrow complex tachycardia at a rate of 150 bpm with a sawtooth baseline pattern best seen in leads II, III, aVF, and V1. Carotid sinus massage transiently slows the ventricular rate and reveals the underlying atrial activity more clearly but does not terminate the rhythm. What is the most likely diagnosis?",Atrial fibrillation with fast ventricular response,Atrial flutter with 2:1 block,Atrial tachycardia,AV nodal re-entrant tachycardia (AVNRT),Sinus tachycardia,,,,B,"The combination of a regular narrow complex tachycardia at exactly 150 bpm with a sawtooth baseline pattern (flutter waves, also called F waves) is characteristic of atrial flutter with 2:1 atrioventricular block. The typical atrial flutter rate is approximately 300 bpm, so with 2:1 conduction the ventricular rate is around 150 bpm. Carotid sinus massage or adenosine increases the degree of AV block, transiently slowing the ventricular rate and unmasking the flutter waves, but does not terminate the arrhythmia (unlike AVNRT or AVRT where adenosine breaks the re-entrant circuit). Atrial fibrillation is irregularly irregular, not regular. AVNRT typically terminates with vagal manoeuvres rather than just slowing. Sinus tachycardia shows normal P waves and a gradual rate response to vagal manoeuvres. Atrial tachycardia has discrete P waves of abnormal morphology, not a sawtooth pattern.",Medium,,2026-03-15
HTN_001,Cardiovascular,Hypertension,SBA,"A 52-year-old White British man is diagnosed with stage 1 hypertension following ambulatory blood pressure monitoring showing an average daytime reading of 142/90 mmHg. He has no target organ damage, cardiovascular disease, renal disease, or diabetes. His QRISK3 score is 8%. What is the most appropriate management?",Lifestyle advice only and reassess in 5 years,Lifestyle advice only and reassess annually,Start amlodipine 5 mg daily,Start ramipril 2.5 mg daily,Start indapamide 2.5 mg daily,,,,B,"NICE NG136 recommends that patients with stage 1 hypertension (clinic BP 140/90-159/99 or ABPM 135/85-149/94) who do not have target organ damage, cardiovascular disease, renal disease, diabetes, or a QRISK3 score of 10% or more should be offered lifestyle advice and have their blood pressure reassessed annually. Antihypertensive drug treatment is offered to patients with stage 1 hypertension only if they have one or more of these additional risk factors. This patient's QRISK3 of 8% does not meet the 10% threshold. Reassessing in 5 years would be too infrequent. Starting any antihypertensive medication is not indicated at this stage without additional risk factors.",Easy,No,2026-03-15
HTN_002,Cardiovascular,Hypertension,SBA,"A 56-year-old White British man with type 2 diabetes is diagnosed with stage 1 hypertension. His clinic blood pressure is 148/92 mmHg, confirmed by ambulatory monitoring. His renal function is normal. What is the most appropriate first-line antihypertensive?",Amlodipine 5 mg daily,Atenolol 50 mg daily,Doxazosin 4 mg daily,Indapamide 2.5 mg daily,Ramipril 2.5 mg daily,,,,E,"NICE NG136 recommends an ACE inhibitor (or ARB if not tolerated) as first-line antihypertensive therapy for patients with type 2 diabetes, regardless of age or ethnicity. This is because ACE inhibitors provide additional renoprotective benefits in diabetic patients. Amlodipine (a calcium channel blocker) would be first-line for patients aged 55 or over without diabetes, or for Black patients of African or Caribbean origin at any age. Atenolol (a beta-blocker) is not recommended as first-line antihypertensive therapy. Indapamide (a thiazide-like diuretic) is a step 2 addition, not first-line in diabetic patients. Doxazosin (an alpha-blocker) is a step 4 option for resistant hypertension.",Medium,Yes,2026-03-15
HTN_003,Cardiovascular,Hypertension,SBA,A 62-year-old woman of Black African origin presents for hypertension management. She has no diabetes or renal disease. Her ambulatory blood pressure confirms stage 2 hypertension. What is the most appropriate first-line antihypertensive?,Amlodipine 5 mg daily,Bendroflumethiazide 2.5 mg daily,Candesartan 8 mg daily,Lisinopril 10 mg daily,Propranolol 80 mg twice daily,,,,A,"NICE NG136 recommends a calcium channel blocker (e.g., amlodipine) as first-line antihypertensive therapy for patients of Black African or Caribbean family origin at any age, unless they have type 2 diabetes (in which case an ACE inhibitor/ARB is preferred). This is because ACE inhibitors and ARBs are less effective as monotherapy in Black patients due to lower renin levels. Lisinopril (ACE inhibitor) and candesartan (ARB) would not be first-line in this group without diabetes. Bendroflumethiazide is an older thiazide diuretic; NICE recommends indapamide or chlorthalidone as the preferred thiazide-like diuretics if needed, and these are step 2 agents. Propranolol (a beta-blocker) is not recommended as first-line antihypertensive therapy.",Medium,Yes,2026-03-15
HTN_004,Cardiovascular,Hypertension,SBA,"A 48-year-old man is referred to his GP by his optician after a routine eye test revealed grade III hypertensive retinopathy with flame haemorrhages and cotton wool spots. His clinic blood pressure is 204/118 mmHg. He has no symptoms of headache, visual disturbance, or chest pain. What is the most appropriate next step?",Arrange ambulatory blood pressure monitoring to confirm diagnosis before starting treatment,Arrange same-day specialist assessment for possible accelerated hypertension,Start amlodipine 5 mg and review in 4 weeks,Start ramipril 2.5 mg and arrange urgent renal ultrasound,Start two antihypertensives simultaneously and review in 1 week,,,,B,"This patient has severely elevated blood pressure (>180/120 mmHg) with evidence of end-organ damage (grade III hypertensive retinopathy with flame haemorrhages and cotton wool spots), which constitutes accelerated (malignant) hypertension. NICE NG136 recommends same-day specialist assessment for patients with severe hypertension and signs of end-organ damage. This is a medical emergency requiring urgent investigation and treatment in a specialist setting, typically with controlled blood pressure reduction, monitoring for further organ damage (renal, cardiac, neurological), and investigation for secondary causes. ABPM is not required when there is clear evidence of end-organ damage and severely elevated BP. Starting oral antihypertensives alone in primary care without specialist input would be inappropriate for accelerated hypertension.",Medium,No,2026-03-15
HTN_005,Cardiovascular,Hypertension,SBA,A 45-year-old man has his blood pressure measured as 156/98 mmHg at a routine GP appointment. A repeat reading in the consultation is 152/96 mmHg. He has no previous history of hypertension. What is the most appropriate next step to confirm the diagnosis?,Accept the diagnosis of hypertension and start treatment immediately,Arrange a 24-hour ambulatory blood pressure monitor,Measure blood pressure on three separate clinic visits over 3 months,Perform a lying and standing blood pressure test,Request an echocardiogram to assess for left ventricular hypertrophy,,,,B,"NICE NG136 recommends that when a clinic blood pressure is 140/90 mmHg or higher, the diagnosis should be confirmed using ambulatory blood pressure monitoring (ABPM) as the gold standard. ABPM provides multiple readings over a 24-hour period, accounting for white coat hypertension and providing a more accurate assessment. If ABPM is not tolerated or not available, home blood pressure monitoring (HBPM) over 4-7 days is an acceptable alternative. Making a diagnosis based on clinic readings alone is not recommended as it overestimates hypertension prevalence due to the white coat effect. Measuring on three separate visits was the previous approach but has been superseded by ABPM. Lying and standing blood pressure assesses postural hypotension, not diagnostic hypertension. An echocardiogram assesses end-organ damage but is not used to diagnose hypertension.",Easy,No,2026-03-15
HTN_006,Cardiovascular,Hypertension,SBA,A 59-year-old White British man with hypertension is currently taking ramipril 10 mg daily and amlodipine 10 mg daily. His blood pressure remains elevated at 152/94 mmHg on ambulatory monitoring. What is the most appropriate next step according to NICE guidelines?,Add atenolol 50 mg daily,Add doxazosin 4 mg modified-release daily,Add indapamide 2.5 mg daily,Add spironolactone 25 mg daily,Switch amlodipine to diltiazem,,,,C,"NICE NG136 recommends a stepped approach to antihypertensive therapy. Step 1 is an ACE inhibitor/ARB (A) or calcium channel blocker (C) depending on age and ethnicity. Step 2 is A+C combined. Step 3 is A+C+D, where D is a thiazide-like diuretic (indapamide or chlorthalidone). This patient is already on step 2 (ramipril + amlodipine), so the next step is to add a thiazide-like diuretic. Spironolactone is a step 4 option, recommended for resistant hypertension when blood pressure remains uncontrolled despite step 3. Beta-blockers (atenolol) and alpha-blockers (doxazosin) are also step 4 alternatives if spironolactone is not tolerated or if potassium is above 4.5 mmol/L. Switching amlodipine to diltiazem would not add additional antihypertensive effect.",Medium,No,2026-03-15
HTN_007,Cardiovascular,Hypertension,SBA,A 34-year-old woman presents with resistant hypertension despite three antihypertensive agents at maximum tolerated doses. Her blood tests reveal a potassium of 3.0 mmol/L (3.5-5.3) and a bicarbonate of 30 mmol/L (22-29). She is not taking any diuretics. Which investigation is most likely to identify the underlying cause?,24-hour urinary catecholamines,Aldosterone-to-renin ratio,CT abdomen with adrenal protocol,Renal artery duplex ultrasound,Thyroid function tests,,,,B,"This young patient has resistant hypertension with spontaneous hypokalaemia and a mildly elevated bicarbonate (metabolic alkalosis), which is the classic biochemical picture of primary hyperaldosteronism (Conn syndrome). The aldosterone-to-renin ratio is the recommended screening test for this condition. Primary hyperaldosteronism is the most common secondary cause of hypertension, present in approximately 5-10% of hypertensive patients and a higher proportion of those with resistant hypertension. 24-hour urinary catecholamines or plasma metanephrines would be used to screen for phaeochromocytoma, which typically causes episodic hypertension with paroxysmal symptoms (headache, sweating, palpitations) rather than persistent hypokalaemia. CT adrenal imaging may follow a positive aldosterone-to-renin ratio but is not the initial screening test. Renal artery duplex ultrasound screens for renovascular disease, which can cause hypertension but typically presents with renal impairment or asymmetric kidneys rather than hypokalaemia. Thyroid function tests can identify thyroid disease contributing to hypertension but would not explain the hypokalaemia.",Hard,No,2026-03-15
HTN_008,Cardiovascular,Hypertension,SBA,"A 68-year-old man with well-controlled hypertension on amlodipine 10 mg daily, ramipril 10 mg daily, and indapamide 2.5 mg daily attends for his annual review. His ambulatory blood pressure shows an average of 148/90 mmHg. His blood tests show potassium 4.2 mmol/L and eGFR 62 mL/min. What is the most appropriate next step?",Add atenolol 50 mg daily,Add doxazosin 4 mg modified-release daily,Add spironolactone 25 mg daily,Refer to secondary care for investigation of resistant hypertension,Switch indapamide to chlorthalidone 25 mg daily,,,,C,"This patient has resistant hypertension (uncontrolled BP despite step 3 therapy: A+C+D). NICE NG136 recommends step 4 treatment with spironolactone 25 mg daily as first-line, provided the potassium is 4.5 mmol/L or below. This patient's potassium of 4.2 mmol/L makes spironolactone appropriate. If potassium is above 4.5 mmol/L, an alpha-blocker (doxazosin) or beta-blocker (atenolol) should be considered instead. Monitoring of renal function and potassium is essential after starting spironolactone. Switching from indapamide to chlorthalidone would not represent an escalation of therapy. Referral to secondary care may be considered if blood pressure remains uncontrolled despite step 4 treatment, but adding spironolactone should be tried first in primary care.",Hard,No,2026-03-15
VHD_001,Cardiovascular,Valvular Heart Disease,SBA,"A 74-year-old man presents to his GP with a 3-month history of exertional breathlessness and two episodes of dizziness on climbing stairs. On auscultation, there is an ejection systolic murmur heard loudest in the aortic area, radiating to the carotids, with a slow-rising pulse. What is the most likely diagnosis?",Aortic regurgitation,Aortic stenosis,Hypertrophic obstructive cardiomyopathy,Mitral regurgitation,Mitral stenosis,,,,B,"The classic triad of symptoms in severe aortic stenosis is exertional breathlessness (dyspnoea), syncope or presyncope (dizziness), and angina. The examination findings of an ejection systolic murmur loudest in the aortic area radiating to the carotids, combined with a slow-rising pulse (pulsus tardus), are characteristic of aortic stenosis. Aortic regurgitation produces an early diastolic murmur with a collapsing (waterhammer) pulse. Mitral regurgitation causes a pansystolic murmur heard at the apex radiating to the axilla. Mitral stenosis produces a low-pitched mid-diastolic rumbling murmur at the apex. Hypertrophic obstructive cardiomyopathy can cause an ejection systolic murmur but it is typically heard at the left sternal edge and increases with Valsalva manoeuvre; it does not radiate to the carotids.",Easy,No,2026-03-15
VHD_002,Cardiovascular,Valvular Heart Disease,SBA,"A 68-year-old woman is found to have a pansystolic murmur heard loudest at the apex, radiating to the left axilla. She has a history of a myocardial infarction 2 years ago. An echocardiogram confirms moderate-to-severe mitral regurgitation with an LVEF of 55%. She is currently asymptomatic. What is the most appropriate management?",Arrange urgent mitral valve replacement surgery,Monitor with annual echocardiography and clinical review,Refer for mitral valve repair within 3 months,Start ramipril and furosemide immediately,Start warfarin anticoagulation,,,,B,"In asymptomatic patients with moderate-to-severe chronic mitral regurgitation and preserved left ventricular function (LVEF >60% and LV end-systolic diameter <45 mm), the recommended approach is watchful waiting with regular echocardiographic surveillance (typically annually) and clinical review. Surgery is indicated when symptoms develop, when LV function begins to decline (LVEF falling towards or below 60%), or when there is evidence of LV dilatation or new-onset atrial fibrillation. Urgent surgery is not indicated in an asymptomatic patient with preserved ventricular function. Starting heart failure medications is not appropriate in an asymptomatic patient without evidence of decompensation. Warfarin is not indicated for mitral regurgitation in the absence of atrial fibrillation or a prosthetic valve.",Medium,No,2026-03-15
VHD_003,Cardiovascular,Valvular Heart Disease,SBA,"A 32-year-old intravenous drug user presents with a 2-week history of fever, night sweats, and malaise. On examination, his temperature is 38.6 degrees C, there is a new pansystolic murmur at the left lower sternal edge, and splinter haemorrhages are noted in his fingernails. Three sets of blood cultures are taken. Which organism is the most likely cause of his presentation?",Enterococcus faecalis,Escherichia coli,Staphylococcus aureus,Streptococcus bovis,Viridans group streptococci,,,,C,"This patient presents with features of infective endocarditis (fever, new murmur, splinter haemorrhages) in the context of intravenous drug use, which is a major risk factor for right-sided endocarditis (typically affecting the tricuspid valve, consistent with the left lower sternal edge murmur). Staphylococcus aureus is the most common causative organism in intravenous drug users and is responsible for the majority of cases in this population. It tends to cause an acute, aggressive form of endocarditis. Viridans group streptococci are the most common cause of subacute native valve endocarditis in non-IVDU patients, typically affecting abnormal or prosthetic valves. Enterococcus faecalis is associated with endocarditis in elderly patients and those with urogenital or gastrointestinal pathology. Streptococcus bovis (gallolyticus) is associated with colorectal pathology and requires investigation for underlying bowel malignancy. E. coli is an uncommon cause of endocarditis.",Easy,No,2026-03-15
VHD_004,Cardiovascular,Valvular Heart Disease,SBA,"A 45-year-old woman presents with a 3-week history of intermittent fevers, weight loss, and fatigue. She has a history of bicuspid aortic valve. On examination, she has a temperature of 38.2 degrees C and a new early diastolic murmur. Transthoracic echocardiography shows a 1.2 cm vegetation on the aortic valve. Two out of three blood culture sets grow Streptococcus sanguinis. According to the modified Duke criteria, how would this presentation be classified?",Definite endocarditis by clinical criteria,Definite endocarditis by pathological criteria,Possible endocarditis,Rejected diagnosis of endocarditis,Requires further investigation before classification is possible,,,,A,"The modified Duke criteria classify endocarditis as definite (by pathological or clinical criteria), possible, or rejected. Definite endocarditis by clinical criteria requires 2 major criteria, or 1 major and 3 minor criteria, or 5 minor criteria. This patient meets 2 major criteria: (1) positive blood cultures with a typical organism (Streptococcus sanguinis, a viridans group streptococcus) from two separate sets, and (2) evidence of endocardial involvement on echocardiography (vegetation on the aortic valve). She also has minor criteria including predisposing condition (bicuspid aortic valve) and fever, but these are not needed as two major criteria alone are sufficient for a definite clinical diagnosis. Pathological criteria require histological confirmation from surgery or autopsy, which has not been obtained. The diagnosis is not merely possible, as two major criteria are met. There is no basis to reject the diagnosis.",Medium,Yes,2026-03-15
VHD_005,Cardiovascular,Valvular Heart Disease,SBA,A medical student asks you to help them distinguish between the murmurs heard on a cardiology ward round. Which combination of murmur character and location is correctly matched?,Aortic regurgitation: ejection systolic murmur at the aortic area,Aortic stenosis: pansystolic murmur at the apex radiating to the axilla,Mitral regurgitation: pansystolic murmur at the apex radiating to the axilla,Mitral stenosis: early diastolic murmur at the left sternal edge,Tricuspid regurgitation: late systolic murmur at the aortic area,,,,C,Mitral regurgitation classically produces a pansystolic (holosystolic) murmur heard loudest at the apex and radiating to the left axilla. This is the correctly matched combination. Aortic regurgitation produces an early diastolic murmur (not ejection systolic) best heard at the left sternal edge with the patient sitting forward in expiration. Aortic stenosis produces an ejection systolic murmur at the aortic area radiating to the carotids (not a pansystolic murmur at the apex). Mitral stenosis produces a low-pitched mid-diastolic rumbling murmur at the apex (not an early diastolic murmur at the left sternal edge). Tricuspid regurgitation produces a pansystolic murmur at the left lower sternal edge that is enhanced by inspiration (not a late systolic murmur at the aortic area).,Medium,Yes,2026-03-15
VHD_006,Cardiovascular,Valvular Heart Disease,SBA,"A 78-year-old man with known severe aortic stenosis presents to the emergency department with a 30-minute episode of central chest pain at rest. His ECG shows left ventricular hypertrophy with strain pattern but no acute ischaemic changes. Troponin is normal. His echocardiogram shows a peak aortic valve gradient of 85 mmHg, valve area of 0.7 cm2, and LVEF of 50%. He reports increasing breathlessness over the past 2 months. What is the most appropriate next step?",Increase his atorvastatin dose to slow valve calcification,Refer for aortic valve intervention (surgical or transcatheter),Refer for CT coronary angiography to assess for coronary artery disease,Start amlodipine for presumed hypertensive chest pain,Start GTN spray for symptom relief and review in 6 months,,,,B,"This patient has severe symptomatic aortic stenosis (valve area <1.0 cm2, peak gradient >64 mmHg) with symptoms of angina and breathlessness. Once symptoms develop in severe aortic stenosis, prognosis is poor without intervention, with average survival of 2-3 years for angina, 1-2 years for syncope, and less than 1 year for heart failure. Referral for aortic valve replacement (surgical AVR or transcatheter TAVI depending on surgical risk and anatomy) is the definitive treatment and should not be delayed. There is no medical therapy that slows the progression of aortic stenosis; statins have been trialled but shown no benefit in randomised trials. GTN should be used with extreme caution in severe aortic stenosis as it can cause profound hypotension due to the fixed cardiac output. Amlodipine is not appropriate as the chest pain is likely due to the severe aortic stenosis itself. While coronary assessment is often performed pre-operatively, the priority is referral for valve intervention.",Medium,No,2026-03-15
VHD_007,Cardiovascular,Valvular Heart Disease,SBA,A 55-year-old woman underwent mechanical mitral valve replacement 6 months ago and is on lifelong warfarin with a target INR of 2.5-3.5. She presents to the emergency department with heavy menstrual bleeding. Her INR is 5.2. Her haemoglobin is 98 g/L and she is haemodynamically stable. What is the most appropriate management of her anticoagulation?,Give intravenous vitamin K 5 mg and restart warfarin when INR is below 3.5,"Give oral vitamin K 1-2 mg, withhold warfarin, and recheck INR the following day",Give prothrombin complex concentrate and stop warfarin permanently,Stop warfarin and bridge with low molecular weight heparin immediately,Switch to a direct oral anticoagulant (DOAC) instead of warfarin,,,,B,"This patient has a supratherapeutic INR of 5.2 with clinically significant but non-life-threatening bleeding. For patients with mechanical heart valves and an elevated INR with bleeding, the approach must balance the risk of thromboembolism against ongoing haemorrhage. Oral vitamin K in a small dose (1-2 mg) is appropriate to partially reverse the anticoagulation without completely abolishing it, as over-correction risks valve thrombosis. Warfarin should be withheld temporarily and INR rechecked the following day. Intravenous vitamin K 5 mg would risk over-correction and a prolonged period of subtherapeutic anticoagulation, which is dangerous with a mechanical valve. Prothrombin complex concentrate is reserved for life-threatening bleeding. Stopping warfarin permanently is not an option for a mechanical valve. DOACs are contraindicated in patients with mechanical heart valves, as the RE-ALIGN trial showed increased thromboembolic and bleeding events with dabigatran compared to warfarin in this population.",Hard,No,2026-03-15
VAS_001,Cardiovascular,Vascular Disease,SBA,A 72-year-old man is found to have a 4.8 cm infrarenal abdominal aortic aneurysm on ultrasound screening. He is asymptomatic with well-controlled blood pressure. What is the most appropriate management?,CT angiography and urgent vascular surgery referral,Elective open surgical repair,Reassurance and discharge from surveillance,Repeat ultrasound surveillance in 3 months,Repeat ultrasound surveillance in 12 months,,,,D,"The NHS AAA Screening Programme recommends ultrasound surveillance intervals based on aneurysm size. For aneurysms 4.5-5.4 cm, surveillance is every 3 months. For 3.0-4.4 cm, it is annual. Surgical repair (open or endovascular) is generally considered when the aneurysm reaches 5.5 cm or is expanding rapidly (>1 cm/year), or if symptomatic. At 4.8 cm, the aneurysm does not meet the threshold for elective repair, so 3-monthly surveillance is appropriate. Discharge from surveillance would be inappropriate as the aneurysm requires ongoing monitoring. CT angiography is used for surgical planning, not routine surveillance.",Easy,,2026-03-15
VAS_002,Cardiovascular,Vascular Disease,SBA,"A 68-year-old man with a history of smoking and type 2 diabetes presents to his GP with a 6-month history of cramping pain in both calves when walking 200 metres, which resolves after 2-3 minutes of rest. His ankle-brachial pressure index (ABPI) is 0.7 on the right and 0.65 on the left. What is the most appropriate initial management?",CT angiography and referral for angioplasty,Prescribe naftidrofuryl oxalate,Refer for urgent vascular surgery assessment,"Supervised exercise programme, antiplatelet therapy, and cardiovascular risk factor management",Trial of cilostazol and reassess in 3 months,,,,D,"NICE NG168 recommends a supervised exercise programme as the first-line treatment for intermittent claudication, alongside secondary prevention with antiplatelet therapy (typically clopidogrel 75 mg), statin therapy, smoking cessation, and optimisation of diabetes and blood pressure. An ABPI of 0.5-0.9 is consistent with peripheral arterial disease causing claudication. Naftidrofuryl oxalate may be considered if exercise therapy does not lead to satisfactory improvement, but it is not first-line. Angioplasty is reserved for patients who fail to improve with conservative measures or who have lifestyle-limiting symptoms despite optimal medical therapy. Cilostazol is not recommended by NICE for intermittent claudication. Urgent vascular surgery referral is not required for stable claudication without critical limb ischaemia.",Easy,,2026-03-15
