"Question_ID","Subject","Topic","Question_Type","Question","Option_A","Option_B","Option_C","Option_D","Option_E","Option_F","Option_G","Option_H","Correct_Answer","Explanation","Difficulty","LNA","Date_Added"
"THY_007","Endocrinology / Metabolic","Thyroid Disease","SBA","A 65-year-old woman with known atrial fibrillation is admitted to hospital after a fall. She is found to be confused, tachycardic (HR 150 bpm), febrile (39.5°C), and hypotensive (BP 85/50 mmHg). She has a known history of Graves disease but stopped her carbimazole 3 months ago. Blood tests show TSH <0.01 mU/L, free T4 75 pmol/L. What is the most likely diagnosis and what is the emergency treatment?","Myxoedema coma — give IV levothyroxine","Sepsis secondary to the fall — IV antibiotics only","Thyroid storm — IV fluids plus propranolol plus IV hydrocortisone plus propylthiouracil plus Lugol iodine (given at least 1 hour after PTU)","Thyrotoxicosis — restart oral carbimazole and review in 1 week","Uncontrolled AF — IV amiodarone and cardioversion","","","","C","This patient has thyroid storm (thyrotoxic crisis) — a life-threatening endocrine emergency with a mortality rate of 10-30% even with treatment. The Burch-Wartofsky Point Scale helps quantify severity, and this patient scores highly: temperature >39°C, HR >140, AF, CNS dysfunction (confusion), and cardiovascular compromise (hypotension). She has a clear precipitant: cessation of antithyroid medication with untreated Graves disease, compounded by an acute illness (fall/infection). Emergency management follows a specific protocol: (1) IV fluid resuscitation and cooling measures. (2) High-dose propranolol (or IV esmolol if unable to take oral) — to control tachycardia and inhibit peripheral T4→T3 conversion. (3) Propylthiouracil (PTU) — preferred over carbimazole in thyroid storm as it also inhibits peripheral T4→T3 conversion in addition to blocking new hormone synthesis. (4) Lugol iodine (potassium iodide) — given at least 1 HOUR after PTU (this sequence is critical — giving iodine first would provide substrate for more hormone synthesis before synthesis is blocked). Iodine inhibits thyroid hormone release (Wolff-Chaikoff effect). (5) IV hydrocortisone 200 mg — treats potential relative adrenal insufficiency and inhibits T4→T3 conversion. (6) Treat the precipitant.","Hard","No","2026-03-18"
"THY_008","Endocrinology / Metabolic","Thyroid Disease","SBA","A 60-year-old woman on levothyroxine 100 mcg daily for primary hypothyroidism attends for her routine thyroid check. She feels well and has no symptoms. Her TSH is 0.1 mU/L (low) and free T4 is 22 pmol/L (high-normal). What is the most appropriate action?","Add carbimazole to control the suppressed TSH","Continue the current dose — a low TSH is acceptable if she feels well","Increase the levothyroxine dose as the T4 is not high enough","Reduce the levothyroxine dose and recheck TSH in 6-8 weeks","Stop levothyroxine completely and recheck in 3 months","","","","D","The TSH is suppressed (0.1 mU/L) indicating over-replacement with levothyroxine — even though the patient feels well and her free T4 is within the normal range. A suppressed TSH is clinically significant: chronic over-replacement increases the risk of atrial fibrillation (particularly in older patients), osteoporosis (especially in postmenopausal women — excess thyroid hormone increases bone turnover), and cardiovascular morbidity. The aim of levothyroxine replacement is to maintain TSH within the reference range (0.4-4.0 mU/L) with the patient feeling clinically euthyroid. NICE CKS and BTA guidelines recommend dose reduction (typically by 25 mcg) with TSH rechecked at 6-8 weeks (it takes this long for TSH to re-equilibrate after a dose change). Continuing the current dose exposes her to unnecessary cardiovascular and bone risk. Adding carbimazole is inappropriate — the thyrotoxicosis is iatrogenic (over-replacement), not endogenous. Stopping levothyroxine entirely would cause symptomatic hypothyroidism. TSH should be checked annually once stable.","Easy","No","2026-03-18"
"THY_009","Endocrinology / Metabolic","Thyroid Disease","SBA","A 28-year-old woman with Graves disease discovers she is 6 weeks pregnant. She is currently taking carbimazole 20 mg daily. Her free T4 is 30 pmol/L and TSH is <0.01 mU/L. She is symptomatic with tremor and palpitations. What medication change is required?","Continue carbimazole throughout pregnancy — it is safe at this dose","Stop all antithyroid medication — hyperthyroidism resolves spontaneously in pregnancy","Stop carbimazole and start radioactive iodine to definitively treat the Graves disease","Switch carbimazole to propylthiouracil (PTU) for the first trimester then consider switching back to carbimazole after week 16","Switch to levothyroxine as a block-and-replace regimen","","","","D","Carbimazole is teratogenic in the first trimester — it is associated with aplasia cutis (scalp defects) and choanal atresia, as well as a rare embryopathy (carbimazole/methimazole embryopathy). NICE NG145 and the BTA recommend switching to propylthiouracil (PTU) in the first trimester if antithyroid medication is required. PTU crosses the placenta less readily and has a lower teratogenic risk in early pregnancy (though it carries its own risk of hepatotoxicity). After the first trimester (from week 16 onwards), some guidelines suggest switching back to carbimazole (as the teratogenic risk period has passed and PTU's hepatotoxicity risk continues) — though practice varies. The lowest effective dose of antithyroid drug should be used. Block-and-replace regimens are NOT used in pregnancy because the high-dose antithyroid drug crosses the placenta and can cause fetal hypothyroidism (levothyroxine does not cross the placenta sufficiently to compensate). Radioactive iodine is absolutely contraindicated in pregnancy (destroys the fetal thyroid). Stopping treatment is dangerous — uncontrolled thyrotoxicosis in pregnancy causes miscarriage, pre-eclampsia, preterm delivery, and fetal growth restriction.","Medium","No","2026-03-18"
"THY_010","Endocrinology / Metabolic","Thyroid Disease","SBA","A GP receives the following thyroid function test results for a 55-year-old woman who feels well: TSH 8.5 mU/L (high), free T4 13 pmol/L (normal). She has no goitre and no symptoms of hypothyroidism. Anti-TPO antibodies are positive. What is the diagnosis and what does NICE recommend?","Euthyroid sick syndrome — no treatment required","Overt hypothyroidism — start levothyroxine immediately","Secondary hyperthyroidism — refer to endocrinology urgently","Subclinical hypothyroidism — consider levothyroxine if TSH remains elevated on repeat testing at 3-6 months and/or symptoms develop","TSH-secreting pituitary adenoma — arrange pituitary MRI","","","","D","This patient has subclinical hypothyroidism: elevated TSH (8.5 — above the reference range) with a NORMAL free T4 (13). She is asymptomatic. The positive anti-TPO antibodies indicate an autoimmune aetiology (Hashimoto thyroiditis is the most common cause of hypothyroidism in the UK). NICE CKS guidance on subclinical hypothyroidism recommends: (1) Repeat TFTs at 3-6 months before making treatment decisions (TSH can be transiently elevated). (2) If TSH remains elevated: consider levothyroxine if TSH is >10 mU/L (stronger indication) or if TSH is 4-10 mU/L with symptoms, positive anti-TPO antibodies (higher risk of progression to overt hypothyroidism — ~4.3% per year vs ~2.6% if TPO-negative), or young age. (3) If not treating, monitor with annual TFTs. This patient's TSH is 8.5 (between 4-10) and she is asymptomatic — the approach is to repeat and monitor, with a low threshold for treatment given her positive anti-TPO antibodies. Overt hypothyroidism requires a low free T4 (not the case here). Euthyroid sick syndrome shows low T3/T4 with normal or low TSH in acutely unwell patients. TSH-secreting adenomas are extremely rare and would cause high T4.","Medium","No","2026-03-18"
"THY_011","Endocrinology / Metabolic","Thyroid Disease","SBA","A 50-year-old woman with primary hypothyroidism has been stable on levothyroxine 125 mcg daily for 5 years. She is started on ferrous sulfate 200 mg TDS by her GP for iron deficiency anaemia. At her next thyroid check 8 weeks later, her TSH has risen to 15 mU/L (previously 2.5 mU/L) and she is feeling tired and sluggish. She has been taking both medications together each morning. What is the most likely cause of her rising TSH?","Ferrous sulfate has impaired levothyroxine absorption — the medications must be taken at least 4 hours apart","Her hypothyroidism has worsened and she needs a higher levothyroxine dose","She has developed non-adherence to levothyroxine since starting the new medication","The ferrous sulfate is directly suppressing thyroid function","The laboratory result is erroneous — repeat the blood test","","","","A","Ferrous sulfate (and other iron preparations, calcium carbonate, aluminium hydroxide antacids, sucralfate, and cholestyramine) significantly impair the absorption of levothyroxine from the gastrointestinal tract by forming insoluble complexes. This is a commonly tested drug interaction. NICE CKS and the BNF advise that levothyroxine should be taken on an empty stomach (ideally 30-60 minutes before breakfast) and separated from iron supplements by at least 4 hours (some sources recommend 2-4 hours). This patient has been taking both together each morning, resulting in reduced levothyroxine absorption, rising TSH, and return of hypothyroid symptoms. The management is to separate the timing of administration — levothyroxine in the morning and iron at lunchtime and evening, for example. TSH should be rechecked 6-8 weeks after the timing change. A dose increase may not be needed if absorption is restored. Other important interactions to remember: calcium supplements and PPIs also reduce levothyroxine absorption. Carbamazepine, phenytoin, and rifampicin increase levothyroxine metabolism.","Easy","No","2026-03-18"
"ADR_001","Endocrinology / Metabolic","Adrenal Disorders","SBA","A 38-year-old woman presents to the emergency department with collapse. She has a 6-month history of fatigue, weight loss, dizziness on standing, and increased skin pigmentation. Observations: HR 110 bpm, BP 78/42 mmHg, temperature 37.8°C. Blood tests show: sodium 125 mmol/L, potassium 6.2 mmol/L, glucose 2.8 mmol/L, cortisol 45 nmol/L (inappropriately low for acute illness). What is the most likely diagnosis and what is the immediate management?","Adrenal crisis secondary to primary adrenal insufficiency (Addison disease) — give IV hydrocortisone 100 mg stat followed by aggressive IV fluid resuscitation with 0.9% saline","Anaphylaxis — give IM adrenaline 0.5 mg","Diabetic ketoacidosis — start fixed-rate insulin infusion","Septic shock — IV antibiotics and fluid bolus only","Severe dehydration — oral rehydration therapy","","","","A","This is adrenal crisis — a life-threatening endocrine emergency. The history of chronic fatigue, weight loss, postural hypotension, and skin hyperpigmentation (due to excess ACTH stimulating melanocytes) over 6 months suggests underlying primary adrenal insufficiency (Addison disease). She has now decompensated into crisis, likely precipitated by an intercurrent illness. The biochemistry is classic: hyponatraemia (aldosterone deficiency impairs sodium retention), hyperkalaemia (aldosterone deficiency impairs potassium excretion), hypoglycaemia (cortisol deficiency impairs gluconeogenesis), and an inappropriately low cortisol for acute illness. Emergency management per the Society for Endocrinology: (1) IV hydrocortisone 100 mg STAT — do NOT delay for investigations. (2) Aggressive IV 0.9% NaCl — often 1 litre over 30-60 minutes initially (these patients may have a fluid deficit of several litres). (3) Correct hypoglycaemia with IV dextrose if needed. (4) Monitor electrolytes frequently. (5) IV hydrocortisone 50 mg every 6-8 hours until stable, then convert to oral replacement. At stress doses (>50 mg/day), hydrocortisone provides sufficient mineralocorticoid activity, so fludrocortisone is not needed acutely.","Medium","Yes","2026-03-18"
"ADR_002","Endocrinology / Metabolic","Adrenal Disorders","SBA","A 42-year-old woman is referred to endocrinology with suspected Addison disease. She has fatigue, weight loss, and postural hypotension. A morning cortisol is 120 nmol/L (equivocal). What is the gold standard confirmatory test for primary adrenal insufficiency?","24-hour urinary free cortisol","ACTH stimulation test (short Synacthen test) — cortisol measured at 0 and 30 minutes after 250 mcg IV tetracosactide","Dexamethasone suppression test","Insulin tolerance test","Random serum ACTH level alone","","","","B","The short Synacthen test (SST) is the gold standard for confirming primary adrenal insufficiency. The procedure involves: (1) Baseline cortisol measurement at time 0. (2) Administration of 250 mcg IV or IM tetracosactide (synthetic ACTH 1-24). (3) Cortisol measured at 30 minutes (some protocols also measure at 60 minutes). A normal response is a 30-minute cortisol ≥450-550 nmol/L (exact cut-off varies by assay — many centres use ≥450 nmol/L). A failed response (cortisol remains below the threshold) confirms adrenal insufficiency. In primary adrenal insufficiency (Addison disease), the adrenal glands are destroyed and cannot respond to ACTH stimulation. ACTH levels will be markedly elevated (the pituitary is trying to stimulate non-functioning adrenals). In secondary adrenal insufficiency (pituitary failure), ACTH is low and the adrenals may have atrophied — the SST may be falsely normal if the condition is recent (the adrenals have not yet atrophied), which is a limitation. An insulin tolerance test (ITT) is the gold standard for secondary adrenal insufficiency but is more complex and carries risks (hypoglycaemia). The dexamethasone suppression test is for Cushing syndrome, not Addison disease. 24-hour urinary cortisol is a screening test for Cushing syndrome.","Easy","No","2026-03-18"
"ADR_003","Endocrinology / Metabolic","Adrenal Disorders","SBA","A 45-year-old woman with confirmed Addison disease is established on hydrocortisone 10 mg morning and 5 mg afternoon, and fludrocortisone 100 mcg daily. She develops influenza with a temperature of 38.5°C and is vomiting. She is unable to keep oral medications down. What is the most appropriate advice?","Continue her usual oral hydrocortisone dose — no changes are needed during minor illness","Double her oral fludrocortisone dose","She must administer her emergency intramuscular hydrocortisone injection (100 mg) and call 999/present to the emergency department","Stop all steroid replacement during acute illness to avoid immunosuppression","Take an additional oral hydrocortisone dose at bedtime only","","","","C","This is a sick day rules scenario for a patient with adrenal insufficiency who CANNOT take oral medication. All patients with Addison disease (and those on long-term steroids at risk of adrenal suppression) should be educated on sick day rules and carry an emergency intramuscular hydrocortisone injection kit and a steroid emergency card. The rules are: (1) Minor illness (temperature >38°C, intercurrent infection, dental work) — DOUBLE the oral hydrocortisone dose. Continue doubled dose until recovery, then return to normal. Fludrocortisone dose does not change. (2) Vomiting or inability to take oral medication — this is an EMERGENCY. The patient must administer their emergency IM hydrocortisone injection (100 mg for adults) and seek immediate medical attention (call 999 or attend ED). They cannot absorb oral hydrocortisone if vomiting. Without cortisol replacement, they will rapidly develop adrenal crisis (hypotension, shock, death). (3) Major illness, surgery, or trauma — IV hydrocortisone is required (100 mg bolus then 50 mg QDS or 200 mg/24 hours continuous infusion). This patient is vomiting, so option C is correct. Simply doubling the oral dose is insufficient if she cannot absorb it. Stopping steroids is extremely dangerous.","Easy","No","2026-03-18"
"ADR_004","Endocrinology / Metabolic","Adrenal Disorders","SBA","A 52-year-old woman presents with a 12-month history of weight gain (predominantly central), easy bruising, proximal muscle weakness, and facial plethora. She has developed hypertension and type 2 diabetes in the past year. She does not take any exogenous steroids. What is the most appropriate initial screening test for suspected Cushing syndrome?","24-hour urinary free cortisol collection or overnight dexamethasone suppression test or late-night salivary cortisol","ACTH stimulation test (short Synacthen test)","CT adrenal glands as first-line investigation","Inferior petrosal sinus sampling","Random serum cortisol level","","","","A","This patient has classic Cushingoid features: central obesity, moon face (facial plethora), easy bruising (skin thinning from cortisol-induced collagen loss), proximal myopathy, hypertension, and new-onset diabetes — all developing over 12 months with no exogenous steroid use, suggesting endogenous Cushing syndrome. The initial step is to CONFIRM hypercortisolism using one or more first-line screening tests. The Endocrine Society guidelines and NICE recommend any of the following: (1) Overnight dexamethasone suppression test (ONDST) — 1 mg dexamethasone at 11 pm, serum cortisol at 9 am the next morning. Normal response: cortisol <50 nmol/L (suppressed). Failure to suppress suggests Cushing. (2) 24-hour urinary free cortisol (UFC) — elevated in Cushing syndrome. Two collections recommended. (3) Late-night salivary cortisol — loss of the normal cortisol diurnal rhythm (cortisol should be at its nadir at midnight). At least two abnormal results from different tests are recommended before proceeding. Once hypercortisolism is confirmed, the next step is to determine the cause: measure plasma ACTH. ACTH-dependent (high ACTH) = pituitary adenoma (Cushing disease — 70%) or ectopic ACTH. ACTH-independent (low ACTH) = adrenal adenoma or carcinoma. The SST diagnoses adrenal insufficiency, not Cushing.","Medium","No","2026-03-18"
"ADR_005","Endocrinology / Metabolic","Adrenal Disorders","SBA","A 35-year-old woman presents to the emergency department with episodic severe headaches, palpitations, sweating, and anxiety. During an episode, her blood pressure is 220/130 mmHg and heart rate is 130 bpm. Between episodes, her blood pressure is 145/90 mmHg. A 24-hour urine collection shows markedly elevated metanephrines and catecholamines. A CT abdomen reveals a 4 cm right adrenal mass. What is the diagnosis and what is the critical pre-operative requirement before surgical removal?","Adrenal incidentaloma — proceed directly to laparoscopic adrenalectomy","Conn syndrome (primary hyperaldosteronism) — start spironolactone and proceed to surgery","Phaeochromocytoma — alpha-blockade must be established for at least 10-14 days BEFORE surgery using phenoxybenzamine or doxazosin","Phaeochromocytoma — beta-blockade with propranolol should be started first as the sole pre-operative preparation","Renal artery stenosis — arrange renal angiography","","","","C","This is a classic presentation of phaeochromocytoma: a catecholamine-secreting tumour of the adrenal medulla causing the triad of episodic headaches, sweating, and palpitations with paroxysmal severe hypertension. The diagnosis is confirmed by elevated 24-hour urinary metanephrines (fractionated metanephrines are the most sensitive test) and an adrenal mass on CT. The critical pre-operative requirement is alpha-adrenergic blockade for at least 10-14 days BEFORE surgery (ideally 2-4 weeks). Phenoxybenzamine (non-selective, irreversible alpha-blocker) or doxazosin (selective alpha-1 blocker) is used. This allows the vasculature to relax and the intravascular volume to re-expand (these patients are chronically volume-depleted due to catecholamine-induced vasoconstriction). WITHOUT adequate alpha-blockade, manipulation of the tumour during surgery can cause a massive catecholamine surge resulting in hypertensive crisis, stroke, MI, or death. ONLY AFTER alpha-blockade is established should a beta-blocker be added (if needed for tachycardia). Starting a beta-blocker FIRST without alpha-blockade is DANGEROUS — it causes unopposed alpha-stimulation and worsens hypertension. A salt-rich diet and IV fluids are also given pre-operatively to expand volume.","Medium","No","2026-03-18"
"ADR_006","Endocrinology / Metabolic","Adrenal Disorders","SBA","A 60-year-old man has been taking prednisolone 30 mg daily for 4 months for polymyalgia rheumatica. He is feeling much better and his inflammatory markers have normalised. His GP plans to reduce the steroid dose. Which of the following statements about steroid withdrawal is correct?","He can stop prednisolone abruptly now that his symptoms have resolved","Prednisolone must be tapered gradually because prolonged exogenous steroid use suppresses the hypothalamic-pituitary-adrenal (HPA) axis and abrupt withdrawal risks adrenal crisis","Steroids only need tapering if the course was longer than 12 months","The dose should be halved immediately and then stopped 1 week later","The fludrocortisone component must be tapered first","","","","B","Prolonged exogenous glucocorticoid use (generally >3 weeks at supraphysiological doses — prednisolone >7.5 mg/day or equivalent) suppresses the HPA axis through negative feedback. The adrenal glands atrophy and cannot produce adequate cortisol independently. Abrupt withdrawal risks adrenal crisis (collapse, hypotension, hypoglycaemia, death). NICE CKS and BNF guidance state that gradual dose reduction is required to allow HPA axis recovery. General principles: (1) Reduce by no more than 10% of the current dose every 1-2 weeks (some protocols reduce by 2.5-5 mg every 1-4 weeks when dose is >10 mg, then by 1 mg every 2-4 weeks below 10 mg). (2) The risk of adrenal suppression is highest with doses >7.5 mg prednisolone daily for >3 weeks, evening dosing, or repeated courses. (3) Patients should carry a steroid emergency card. (4) During tapering, if the patient becomes unwell, the dose should be temporarily increased (sick day rules apply). This patient has been on 30 mg for 4 months — his HPA axis is almost certainly suppressed, and careful tapering over weeks to months is mandatory. There is no fludrocortisone to taper (he is on prednisolone only).","Medium","No","2026-03-18"
"ADR_007","Endocrinology / Metabolic","Adrenal Disorders","SBA","A 50-year-old woman is referred to endocrinology with resistant hypertension (blood pressure 165/100 mmHg despite three antihypertensive agents), hypokalaemia (K⁺ 2.9 mmol/L), and metabolic alkalosis. She is not taking diuretics. Blood tests show: aldosterone 850 pmol/L (elevated), renin <0.5 pmol/mL/hour (suppressed). What is the most likely diagnosis?","Cushing syndrome with mineralocorticoid excess","Liddle syndrome","Liquorice ingestion causing pseudohyperaldosteronism","Primary hyperaldosteronism (Conn syndrome)","Renal artery stenosis causing secondary hyperaldosteronism","","","","D","The combination of resistant hypertension, spontaneous hypokalaemia, metabolic alkalosis, HIGH aldosterone, and SUPPRESSED renin is diagnostic of primary hyperaldosteronism (Conn syndrome). In primary hyperaldosteronism, autonomous aldosterone secretion from the adrenal gland (either an aldosterone-producing adenoma — classic Conn syndrome — or bilateral adrenal hyperplasia) causes sodium and water retention (hypertension) and potassium excretion (hypokalaemia). The high aldosterone suppresses renin via negative feedback (high aldosterone-to-renin ratio is the screening test). This is the most common cause of secondary hypertension, affecting up to 5-10% of hypertensive patients and up to 20% of those with resistant hypertension. Further investigation includes a CT adrenal (to look for an adenoma) and adrenal vein sampling (to lateralise the source if surgery is being considered). Treatment: unilateral adenoma = laparoscopic adrenalectomy; bilateral hyperplasia = mineralocorticoid receptor antagonist (spironolactone or eplerenone). In secondary hyperaldosteronism (e.g., renal artery stenosis), BOTH aldosterone and renin are elevated. Liquorice inhibits 11-beta-HSD2, mimicking aldosterone excess but with LOW aldosterone.","Hard","No","2026-03-18"
"ADR_008","Endocrinology / Metabolic","Adrenal Disorders","SBA","An FY2 doctor is called to see a 68-year-old man on the surgical ward who has become hypotensive (BP 82/50 mmHg), confused, and drowsy 2 days after a total knee replacement. He has been taking prednisolone 15 mg daily for rheumatoid arthritis for the past 2 years but this was not documented on admission and he has not received any steroid replacement peri-operatively. His other observations: HR 115 bpm, temperature 36.8°C, glucose 3.2 mmol/L. What is the most likely cause and the immediate treatment?","Acute MI — arrange urgent ECG and troponin","Peri-operative adrenal crisis due to omitted steroid cover — give IV hydrocortisone 100 mg stat and IV 0.9% saline","Post-operative haemorrhage — check haemoglobin and transfuse","Post-operative sepsis — take blood cultures and give IV antibiotics","Pulmonary embolism — arrange urgent CTPA","","","","B","This is a peri-operative adrenal crisis. The patient has been on prednisolone 15 mg daily for 2 years — his HPA axis is almost certainly suppressed, meaning his adrenal glands cannot mount an adequate cortisol response to the physiological stress of surgery. The omission of steroid cover (a common and dangerous prescribing error) has precipitated adrenal crisis: hypotension (loss of cortisol-mediated vascular tone and catecholamine sensitivity), confusion (cortisol deficiency affects cerebral function), and hypoglycaemia (impaired gluconeogenesis). Treatment is identical to any adrenal crisis: IV hydrocortisone 100 mg STAT, aggressive IV 0.9% NaCl, correct hypoglycaemia, then continued IV hydrocortisone (50 mg QDS or equivalent) until the patient can resume oral medication. Peri-operative steroid cover guidelines (Royal College of Anaesthetists / Association of Anaesthetists): patients on >5 mg prednisolone daily (or equivalent) should receive IV hydrocortisone at induction and continued post-operatively, tapered back to their usual dose over days depending on the magnitude of surgery. This scenario highlights the importance of accurate drug history taking and medication reconciliation on admission.","Hard","No","2026-03-18"
"CBM_001","Endocrinology / Metabolic","Calcium and Bone Metabolism","SBA","A 62-year-old woman presents to her GP with fatigue, constipation, polyuria, and low mood. Blood tests show: corrected calcium 3.15 mmol/L (normal 2.2-2.6), phosphate 0.65 mmol/L (low), ALP 95 U/L (normal), PTH 12.5 pmol/L (elevated — normal 1.5-6.8). What is the most likely diagnosis?","Bone metastases from occult malignancy","Familial hypocalciuric hypercalcaemia","Primary hyperparathyroidism","Sarcoidosis with excess vitamin D production","Vitamin D toxicity from over-supplementation","","","","C","The biochemical pattern is: high corrected calcium, low phosphate, and elevated PTH — this is the hallmark of primary hyperparathyroidism (PHPT). The PTH is inappropriately elevated in the context of hypercalcaemia. Normally, hypercalcaemia should suppress PTH via the calcium-sensing receptor on the parathyroid glands. An elevated PTH in the presence of high calcium indicates autonomous PTH secretion, most commonly from a single parathyroid adenoma (85%), less commonly four-gland hyperplasia (10-15%), or rarely parathyroid carcinoma (<1%). The low phosphate occurs because PTH promotes renal phosphate excretion. PHPT is the most common cause of hypercalcaemia in the outpatient/primary care setting. Symptoms follow the classic mnemonic 'bones, stones, abdominal moans, and psychic groans': osteoporosis/fractures, renal calculi, constipation/abdominal pain/pancreatitis, and depression/confusion. Malignancy-related hypercalcaemia (the most common cause of hypercalcaemia in hospitalised patients) typically shows suppressed PTH (via PTHrP secretion or direct bone metastases). Sarcoidosis causes hypercalcaemia via excess 1,25-dihydroxyvitamin D with suppressed PTH. Familial hypocalciuric hypercalcaemia shows mildly elevated calcium with inappropriately normal PTH and low urinary calcium excretion.","Medium","Yes","2026-03-18"
"CBM_002","Endocrinology / Metabolic","Calcium and Bone Metabolism","SBA","A 70-year-old man is admitted with confusion and dehydration. Blood tests show: corrected calcium 3.8 mmol/L, phosphate 0.9 mmol/L, ALP 450 U/L (elevated), PTH <0.5 pmol/L (suppressed), and he has a known history of lung cancer. ECG shows a shortened QT interval. What is the most appropriate emergency management of his severe hypercalcaemia?","Calcitonin injection as the sole treatment","IV 0.9% sodium chloride fluid resuscitation first — then consider IV bisphosphonate (zoledronic acid) once rehydrated","IV calcium gluconate to stabilise the myocardium","Oral furosemide to promote calcium excretion","Urgent parathyroidectomy","","","","B","This patient has severe hypercalcaemia (corrected calcium >3.5 mmol/L) secondary to malignancy (lung cancer — likely humoral hypercalcaemia of malignancy via PTHrP, or bone metastases). The suppressed PTH confirms a PTH-independent cause. This is a medical emergency. Management follows a stepwise approach: (1) FIRST PRIORITY: aggressive IV 0.9% NaCl rehydration — these patients are severely dehydrated from hypercalcaemia-induced nephrogenic diabetes insipidus (polyuria) and reduced oral intake. Aim for 3-4 litres in the first 24 hours (adjusted for cardiac status). Rehydration alone can reduce calcium by 0.3-0.5 mmol/L. (2) IV bisphosphonate: zoledronic acid 4 mg IV over 15 minutes (or pamidronate 60-90 mg IV over 2-4 hours). This should be given AFTER initial rehydration. Effect takes 2-4 days to peak. Bisphosphonates inhibit osteoclast-mediated bone resorption. (3) Consider calcitonin (salmon calcitonin SC/IM) for rapid but short-lived effect while waiting for bisphosphonate to work. (4) Denosumab if bisphosphonate-resistant. (5) Treat the underlying cause. Loop diuretics (furosemide) are no longer routinely recommended for hypercalcaemia — they were previously used for calciuresis but carry risks of further dehydration and electrolyte imbalance. Calcium gluconate is for hyperkalaemia, not hypercalcaemia. Parathyroidectomy is for primary hyperparathyroidism, not malignancy.","Medium","No","2026-03-18"
"CBM_003","Endocrinology / Metabolic","Calcium and Bone Metabolism","SBA","A 55-year-old woman undergoes a total thyroidectomy for papillary thyroid carcinoma. On day 1 post-operatively, she develops perioral tingling, numbness in her fingers, and carpopedal spasm. Her corrected calcium is 1.75 mmol/L (low) and phosphate is 1.8 mmol/L (elevated). What is the most likely cause and what is the clinical sign being demonstrated?","Hungry bone syndrome following thyroid surgery","Hypomagnesaemia from surgical stress","Hypoparathyroidism from inadvertent parathyroid damage — the carpopedal spasm represents Trousseau sign if provoked by a blood pressure cuff","Hypovitaminosis D — give oral vitamin D supplementation","Metabolic alkalosis from post-operative hyperventilation","","","","C","Post-thyroidectomy hypocalcaemia is one of the most common complications of total thyroidectomy, usually caused by inadvertent damage to or devascularisation of the parathyroid glands (which sit behind the thyroid). The biochemistry is classic for hypoparathyroidism: LOW calcium (PTH is needed to maintain calcium) and HIGH phosphate (PTH normally promotes renal phosphate excretion — without PTH, phosphate is retained). Clinical features of hypocalcaemia include: (1) Perioral and peripheral paraesthesia (earliest symptom). (2) Carpopedal spasm (tetany). (3) Trousseau sign — carpal spasm provoked by inflating a blood pressure cuff above systolic pressure for 3 minutes. (4) Chvostek sign — tapping over the facial nerve (anterior to the ear) causes ipsilateral facial muscle twitching. (5) Severe: laryngospasm, seizures, prolonged QT on ECG, cardiac arrhythmias. Emergency management: IV calcium gluconate 10% — 10 mL (2.2 mmol calcium) given slowly over 10 minutes with cardiac monitoring. DO NOT give calcium chloride peripherally (causes tissue necrosis). Oral calcium and alfacalcidol (active vitamin D) are started for ongoing replacement. Magnesium should also be checked (hypomagnesaemia impairs PTH secretion and action).","Easy","No","2026-03-18"
"CBM_004","Endocrinology / Metabolic","Calcium and Bone Metabolism","SBA","A 72-year-old woman sustains a fragility fracture of the left hip after a fall from standing height. She has a BMI of 19 kg/m² and takes no regular medications. She is a lifelong non-smoker and drinks minimal alcohol. A DEXA scan shows a T-score of -3.2 at the femoral neck. According to NICE TA464/NG223, what is the most appropriate treatment to reduce her future fracture risk?","Calcitonin nasal spray daily","Calcium and vitamin D supplementation alone","Denosumab as first-line treatment","Oral bisphosphonate (e.g. alendronate 70 mg once weekly) with calcium and vitamin D supplementation","Teriparatide as first-line treatment","","","","D","This patient has osteoporosis (T-score ≤-2.5) confirmed on DEXA with a fragility fracture (fracture from low-energy trauma — standing height or less). NICE TA464 and NG223 recommend oral bisphosphonates (alendronate or risedronate) as first-line pharmacological treatment for osteoporosis. Alendronate 70 mg once weekly is the usual choice. It inhibits osteoclast-mediated bone resorption, increasing bone mineral density and reducing fracture risk by 40-50% at the spine and 20-40% at the hip. Important counselling: take on an empty stomach first thing in the morning with a full glass of water, remain upright for 30 minutes afterwards, and do not eat or take other medications for at least 30 minutes — to prevent oesophageal irritation/ulceration. Calcium and vitamin D should be co-prescribed (unless dietary intake is adequate) to ensure substrate for bone mineralisation, but they are insufficient as sole treatment for established osteoporosis with fractures. Denosumab (a RANKL inhibitor) is second-line if bisphosphonates are not tolerated or contraindicated. Teriparatide (recombinant PTH) is reserved for very severe osteoporosis (e.g., T-score ≤-4, multiple vertebral fractures, or failure of other treatments). Calcitonin is rarely used.","Easy","No","2026-03-18"
